n,trial_index,total_s,read_s,compute_s,write_s
3000,14,0.052047968,0.029933929,0.021996021,0.000106096
3000,15,0.052029848,0.030009031,0.021923065,8.4877e-05
3000,16,0.052145958,0.029978991,0.02205801,9.5844e-05
3000,17,0.052314997,0.030425072,0.021781921,9.5129e-05
3000,18,0.054403067,0.031661987,0.022629976,9.7036e-05
3000,19,0.054185867,0.031352997,0.022691011,0.000128984
3000,20,0.052106857,0.029608011,0.022324085,0.00016284
3000,21,0.052780151,0.030436039,0.02221489,0.00011611
3000,22,0.052496195,0.030254841,0.022120953,0.000106096
3000,23,0.052022219,0.029628992,0.022274971,0.000105143
3000,24,0.051851034,0.029922009,0.021818876,9.799e-05
3000,25,0.051958084,0.03019619,0.02164197,0.000103951
3000,26,0.051512957,0.029645205,0.02177,8.4877e-05
3000,27,0.052419901,0.03013587,0.022138834,0.000132084
3000,28,0.052166939,0.029915094,0.022150993,8.893e-05
3000,29,0.051717043,0.029675007,0.02193594,9.4175e-05
3000,30,0.052046061,0.029910088,0.022022009,0.000101089
3000,31,0.051815033,0.029855967,0.021857023,8.9169e-05
3000,32,0.052329063,0.030098915,0.022108078,0.000104904
3000,33,0.052980185,0.030892849,0.021973133,0.000102043
3000,34,0.05204916,0.029977083,0.021959066,0.000100136
3000,35,0.051886082,0.029811859,0.021958828,0.000102043
3000,36,0.051784992,0.030011892,0.021661997,9.9182e-05
3000,37,0.054229975,0.031089067,0.023017883,0.000110149
3000,38,0.052433968,0.030272007,0.022056103,9.3937e-05
3000,39,0.051945925,0.029732943,0.022114992,8.6069e-05
4000,1,0.092652798,0.053321838,0.039251089,5.9843e-05
4000,2,0.10809803,0.068333149,0.03963685,0.000111103
4000,3,0.091575861,0.052978039,0.038462877,0.000118017
4000,4,0.103039026,0.063360929,0.039525032,0.000126839
4000,5,0.092815876,0.053235054,0.039450884,0.00011301
4000,6,0.09285903,0.054136992,0.038568974,0.000134945
4000,7,0.095601082,0.055480003,0.039996147,0.000104904
4000,8,0.091871977,0.053092003,0.038655043,0.000108004
4000,9,0.091296196,0.052837849,0.038336992,0.000104189
4000,10,0.093408108,0.053743124,0.039514065,0.000132084
4000,11,0.092851877,0.053238869,0.039480925,0.000113964
4000,12,0.096849918,0.055697918,0.04101491,0.000112057
4000,13,0.094290018,0.055557966,0.038589001,0.000127077
4000,14,1.389332056,1.34969306,0.039521933,0.000100136
5000,1,0.144812107,0.083213091,0.061470032,0.000102043
5000,2,0.166965008,0.105003119,0.061806917,0.000127077
5000,3,0.146106958,0.085021973,0.060927868,0.000127077
5000,4,0.181996822,0.120378017,0.061447144,0.000130892
5000,5,0.145050049,0.083381176,0.061517,0.000123024
5000,6,0.144523859,0.083785057,0.060569048,0.000130892
5000,7,0.14586401,0.084089041,0.061641932,0.000108004
5000,8,0.148036003,0.083403826,0.064467907,0.000133991
5000,9,0.145137072,0.083492994,0.061488867,0.000127077
5000,10,0.147176981,0.085190058,0.061824799,0.000130177
5000,11,0.144505024,0.082533836,0.061818123,0.000124931
5000,12,0.14508605,0.083390951,0.06155014,0.000118971
5000,13,0.145133972,0.083752155,0.061227083,0.000126839
5000,14,0.147227049,0.085266829,0.061809063,0.000123978
6000,1,0.209427118,0.119725943,0.089560986,0.000102997
6000,2,0.236207962,0.147455931,0.088580847,0.000142097
6000,3,0.207223892,0.120419979,0.086629152,0.000144958
6000,4,0.213914871,0.124109983,0.089618921,0.000147104
6000,5,0.208680153,0.119894981,0.088608027,0.000149012
6000,6,0.207848072,0.119233847,0.088447809,0.000136852
6000,7,0.20594883,0.1200459,0.085740089,0.000134945
6000,8,0.208115101,0.119328976,0.088619947,0.000138044
6000,9,0.229187965,0.142765045,0.086245775,0.000135899
6000,10,0.208762884,0.120754957,0.087826967,0.000142097
7000,1,0.285660982,0.16468215,0.120824099,0.000117064
7000,2,0.320358038,0.20251298,0.117653847,0.000153065
7000,3,0.284727097,0.16415906,0.120371819,0.000149012
7000,4,0.335312128,0.214669943,0.120450974,0.000149012
7000,5,0.285315037,0.164274216,0.120836973,0.000166893
7000,6,0.285827875,0.164628029,0.121021986,0.000141859
7000,7,0.286170006,0.165482998,0.120491982,0.000153065
8000,1,0.373819828,0.215869904,0.157793045,0.000116825
8000,2,0.42386508,0.26654315,0.157107115,0.000175953
8000,3,0.368152857,0.214663029,0.153277874,0.000169992
8000,4,0.378731012,0.220981121,0.157565117,0.000144958
8000,5,0.373962879,0.216893911,0.156854868,0.000174999
8000,6,0.371510029,0.214551926,0.156750917,0.000167131
9000,1,0.517411947,0.318652868,0.198561907,0.000152111
9000,2,0.538070917,0.338413954,0.199161053,0.000458956
9000,3,0.475054026,0.275269985,0.199273825,0.000459194
9000,4,0.476500988,0.279340029,0.196618795,0.000504017
9000,5,0.479635,0.280640125,0.198507786,0.000439167
10000,1,0.604687929,0.361398935,0.243090868,0.000156164
10000,2,0.662736177,0.418537855,0.243682861,0.000473976
10000,3,0.588546038,0.337377071,0.25064683,0.000481129
10000,4,0.587729216,0.338359833,0.24873209,0.000595093
10000,5,0.588139057,0.340817213,0.246809959,0.000472069
